@relation 'DATA_SET_2012-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-10,31-32,53-92'

@attribute #FORMULA_ON_P_1 numeric
@attribute #FORMULA_ON_P_2 numeric
@attribute #FORMULA_ON_P_3 numeric
@attribute #FORMULA_ON_P_4 numeric
@attribute #FORMULA_ON_P_5 numeric
@attribute #FORMULA_ON_P_6 numeric
@attribute #FORMULA_ON_P_7 numeric
@attribute #FORMULA_ON_P_8 numeric
@attribute #FORMULA_ON_P_9 numeric
@attribute #FORMULA_ON_P_10 numeric
@attribute #TABLE_ON_P_1 numeric
@attribute #TABLE_ON_P_2 numeric
@attribute #TABLE_ON_P_3 numeric
@attribute #TABLE_ON_P_4 numeric
@attribute #TABLE_ON_P_5 numeric
@attribute #TABLE_ON_P_6 numeric
@attribute #TABLE_ON_P_7 numeric
@attribute #TABLE_ON_P_8 numeric
@attribute #TABLE_ON_P_9 numeric
@attribute #TABLE_ON_P_10 numeric
@attribute LDA_TOPIC_0 numeric
@attribute LDA_TOPIC_1 numeric
@attribute LDA_TOPIC_2 numeric
@attribute LDA_TOPIC_3 numeric
@attribute LDA_TOPIC_4 numeric
@attribute LDA_TOPIC_5 numeric
@attribute LDA_TOPIC_6 numeric
@attribute LDA_TOPIC_7 numeric
@attribute LDA_TOPIC_8 numeric
@attribute LDA_TOPIC_9 numeric
@attribute LDA_TOPIC_10 numeric
@attribute LDA_TOPIC_11 numeric
@attribute LDA_TOPIC_12 numeric
@attribute LDA_TOPIC_13 numeric
@attribute LDA_TOPIC_14 numeric
@attribute LDA_TOPIC_15 numeric
@attribute LDA_TOPIC_16 numeric
@attribute LDA_TOPIC_17 numeric
@attribute LDA_TOPIC_18 numeric
@attribute LDA_TOPIC_19 numeric
@attribute SEN_COMPX_0 numeric
@attribute SEN_COMPX_1 numeric
@attribute SEN_COMPX_2 numeric
@attribute SEN_COMPX_3 numeric
@attribute SEN_COMPX_4 numeric
@attribute SEN_COMPX_5 numeric
@attribute SEN_COMPX_6 numeric
@attribute SEN_COMPX_7 numeric
@attribute SEN_COMPX_8 numeric
@attribute SEN_COMPX_9 numeric
@attribute SEN_COMPX_10 numeric
@attribute SEN_COMPX_11 numeric
@attribute SEN_COMPX_12 numeric
@attribute SEN_COMPX_13 numeric
@attribute SEN_COMPX_14 numeric
@attribute SEN_COMPX_15 numeric
@attribute SEN_COMPX_16 numeric
@attribute SEN_COMPX_17 numeric
@attribute SEN_COMPX_18 numeric
@attribute SEN_COMPX_19 numeric
@attribute SEN_COMPX_20 numeric
@attribute SEN_COMPX_21 numeric
@attribute SEN_COMPX_22 numeric
@attribute SEN_COMPX_23 numeric
@attribute SEN_COMPX_24 numeric
@attribute SEN_COMPX_25 numeric
@attribute SEN_COMPX_26 numeric
@attribute SEN_COMPX_27 numeric
@attribute SEN_COMPX_28 numeric
@attribute SEN_COMPX_29 numeric
@attribute SEN_COMPX_30 numeric
@attribute SEN_COMPX_31 numeric
@attribute SEN_COMPX_32 numeric
@attribute SEN_COMPX_33 numeric
@attribute SEN_COMPX_34 numeric
@attribute SEN_COMPX_35 numeric
@attribute SEN_COMPX_36 numeric
@attribute SEN_COMPX_37 numeric
@attribute SEN_COMPX_38 numeric
@attribute SEN_COMPX_39 numeric
@attribute CLASS {true,false}

@data
0,0,0.571429,0.296296,0.333333,0.529412,0.083333,0,0,0,0,0,0,0,0.333333,0,0.25,0,0,0,0.000032,0.000082,0.000017,0.000037,0.000012,0.000029,0.000013,0.000311,0.000013,0.000053,0.140035,0.000052,0.001031,0.804178,0.000027,0.000264,0.000108,0.580313,0.000039,0.000087,0,0,0,0.189628,0.21549,0.105415,0.096053,0.64054,0.791268,0.64465,0.430771,0.597616,0.527132,0.228798,0.348816,0.496734,0.482272,0.353535,0.444439,0.405979,0.216522,0.105413,0.306262,0.211538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.214286,0.037037,0.2,0.058824,0.166667,0.25,0,0,0,0,0,0,0.333333,0.25,0.5,0.75,0,0,0.000058,0.000063,0.000015,0.000089,0.00001,0.000029,0.00003,0.000028,0.030318,0.00002,0.581115,0.000059,0.000038,0.208715,0.000016,0.415331,0.00007,0.000066,0.00003,0.305843,0.135878,0,0,0.217792,0.237929,0.112484,0.201308,0.460568,0.511254,0.684365,0.564714,0.632452,0.386533,0.400395,0.501046,0.474377,0.445339,0.399002,0.167204,0.091627,0.488752,0.118955,0,0,0,0,0.377746,0,0,0,0,0,0,0,0,0,0,1,0,0,true
0,0.222222,0.285714,0.037037,0.133333,0.235294,0.333333,0.166667,0,0,0,0,0,0.333333,0,0.75,0.75,0.25,0,0,0.02721,0.045939,0.000015,0.000047,0.000018,0.000016,0.000018,0.000025,0.000207,0.000008,0.132979,0.00002,0.000019,0.524462,0.000022,0.000032,0.000032,0.000048,0.000013,0.775683,0,0,0,0.17947,0.244036,0.240722,0.475256,0.369345,0.516372,0.731015,0.266854,0.643797,0.563266,0.323575,0.472196,0.284492,0.466329,0.300821,0.315142,0.086354,0,0,0,0.224978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0.333333,0.444444,1,0.222222,0.333333,0.352941,1,0.916667,0,0,0,0,0,0,0,0,0,0,0,0,0.002288,0.00002,0.000023,0.000033,0.000025,0.000026,0.000042,0.000028,0.00002,0.000018,0.018292,0.000037,0.000036,0.481525,0.000014,0.000011,0.000043,0.000029,0.789634,0.000052,0,0,0,0.234073,0.260553,0.306796,0.277791,0.579889,0.556753,0.24962,0.524098,0.314761,0.652353,0.457196,0.406382,0.353657,0.156074,0.352394,0.316416,0.289045,0.154165,0,0.109003,0.301233,0,0,0,0,0.25249,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.037037,0,0.117647,0.166667,0.25,0,0,0,0,0.333333,0.333333,0,0,0.5,0.75,0,0,0.000058,0.000007,0.000012,0.034137,0.000018,0.000027,0.000045,0.000025,0.709887,0.000008,0.510147,0.000011,0.000027,0.285825,0.000027,0.000124,0.00006,0.000033,0.000025,0.102558,0,0,0,0.159966,0.142729,0.158679,0.187758,0.769778,0.878688,0.638486,0.599329,0.492171,0.42151,0.460917,0.289101,0.304811,0.149888,0.564043,0.168842,0.185078,0.123385,0.240278,0,0.24109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.214286,0.074074,0.133333,0.117647,0.166667,0.333333,0,0,0,0,1,0,0.666667,0.5,0.5,0.5,0,0,0.000138,0.000044,0.000028,0.00014,0.00001,0.000013,0.000143,0.000055,0.553858,0.000028,0.380862,0.00007,0.000034,0.501247,0.000024,0.000206,0.000065,0.000025,0.000013,0.197831,0,0,0,0.217718,0.426461,0.29748,0.337002,0.35239,0.448284,0.564143,0.638895,0.462967,0.441879,0.447679,0.251536,0.227317,0.260826,0.280421,0,0.241536,0,0,0.151841,0.209756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.111111,0.285714,0.037037,0.333333,0.352941,0.5,0.333333,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0.000056,0.000131,0.000026,0.000022,0.000025,0.000016,0.000086,0.000022,0.933088,0.000024,0.137184,0.000053,0.000083,0.563724,0.000024,0.000008,0.00006,0.00003,0.000024,0.000038,0,0,0,0.262051,0.401172,0.36664,0.384955,0.528258,0.945162,0.478026,0.446231,0.372006,0.282269,0.140445,0.145686,0.105323,0.241713,0.064974,0.068067,0.149225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.333333,0.133333,0.117647,0.166667,0.166667,0,0,0,0,0,0,0,0.5,0.25,0.5,0,0,0.000038,0.000035,0.000141,0.000131,0.00001,0.000105,0.000028,0.000011,0.000033,0.000222,0.470191,0.000125,0.001173,0.414974,0.000029,0.456053,0.000474,0.000053,0.000159,0.202281,0,0,0,0.456667,0.119693,0.263399,0.29972,0.252359,0.351161,0.331615,0.314084,0.341091,0.693566,0.42946,0.414596,0.691729,0.440937,0.426675,0.372498,0.081652,0.108869,0.106005,0.153991,0.638254,0.159008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0.333333,0,0.5,0.037037,0.666667,0.294118,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.02679,0,0.00002,0.00004,0.00001,0.000011,0.000013,0.000097,0.83358,0.000008,0.275154,0.084111,0.000081,0.428426,0.000008,0.000025,0.000113,0.000014,0.000006,0.000022,0,0,0,0.104751,0.047755,0.180918,0.224651,0.564167,0.680295,0.814292,0.783272,0.738325,0.834971,0.343332,0.331263,0.439077,0.229002,0.221602,0.077375,0.169631,0.226174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.037037,0.2,0,0.083333,0.333333,0,0,0,0.5,0,0,0.333333,0,0,1,0,0,0.000049,0.688481,0.000025,0.000017,0.000078,0.000003,0.000015,0.00002,0.000023,0.000057,0.563606,0.000239,0.000647,0.267414,0.000038,0.000027,0.000078,0.000007,0.041412,0.000109,0,0,0,0.149045,0.091826,0.155829,0.216555,0.378782,0.41408,0.489364,0.535387,0.892453,0.811071,0.510478,0.535116,0.515846,0.54255,0.636364,0.249987,0.365396,0.243578,0,0,0,0,0,0.376571,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.285714,0.222222,0.466667,0.117647,0.166667,0.083333,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0.625225,0.019044,0.000765,0.000022,0.000023,0.000107,0.000016,0.000057,0.000154,0.000014,0.02801,0.000024,0.000089,0.848976,0.000006,0.000023,0.000084,0.000055,0.000013,0.000074,0,0,0,0.240309,0.264849,0.148683,0.217313,0.746968,0.574181,0.639127,0.44342,0.612382,0.64905,0.259107,0.258849,0.467859,0.089471,0.288586,0.075581,0,0.110465,0.215118,0,0.215845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.111111,0.285714,0.259259,0.133333,0,0.25,0.083333,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0.732354,0.131906,0.000032,0.000054,0.000056,0.00002,0.000049,0.000017,0.000037,0.000036,0.073354,0.00021,0.000284,0.531813,0.000051,0.000021,0.000135,0.000496,0.00241,0.000169,0,0,0,0.166632,0.199169,0.177475,0.406929,0.539625,0.524749,0.507498,0.666115,0.384415,0.794783,0.379038,0.391913,0.472244,0.325121,0.262155,0.18309,0.100348,0,0,0,0,0,0,0,0.390831,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.888889,0.571429,0.111111,0.8,0.058824,0.25,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0.622348,0.000102,0.000043,0.00006,0.009534,0.000023,0.000019,0.000172,0.04268,0.000044,0.094173,0.000195,0.000354,0.743403,0.000019,0.000049,0.000089,0.012182,0.000038,0.00022,0,0,0,0.745624,0.325784,0.323623,0.348658,0.262917,0.415776,0.343534,0.22121,0.257708,0.319428,0.194587,0.149069,0.26943,0.068696,0.110788,0,0.254474,0.169631,0,0,0.165726,0,0,0.262249,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.074074,0.066667,0,0.333333,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.000082,0.000015,0.000009,0.000133,0.00001,0.00002,0.000028,0.000014,0.000022,0.000693,0.369907,0.000063,0.88598,0.166953,0.000021,0.000033,0.157768,0.000005,0.000013,0.000051,0,0,0,0.294414,0.193281,0.143856,0.310735,0.337496,0.620183,0.399049,0.452854,0.621398,0.3907,0.425636,0.44269,0.304811,0.393463,0.70506,0.29546,0.242904,0.215914,0.315351,0,0.632833,0.157676,0,0.333803,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.222222,0.733333,0.411765,0.083333,0.583333,0,0,1,0,0,0,0,0.25,0,0.25,0,0,0.000034,0.638909,0.000307,0.000284,0.000005,0.000021,0.010479,0.037363,0.000027,0.000016,0.199542,0.035254,0.20831,0.400886,0.000063,0.000098,0.000128,0,0.000019,0.00003,0,0,0,0.503248,0.398145,0.242179,0.223141,0.202447,0.263586,0.328742,0.331115,0.372461,0.595063,0.438639,0.346156,0.224595,0.441784,0.356241,0.062191,0.340914,0.181829,0.177045,0.257189,0.177606,0,0,0,0,0,0.490365,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.111111,0.066667,0,0,0.166667,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0.00003,0.000009,0.000006,0.000015,0.000013,0.000007,0.000006,0.000065,0.000035,0.000008,0.36637,0.000215,0.95916,0.189129,0.000016,0.000021,0.067279,0.000019,0.000021,0.00012,0,0,0,0.467949,0.404924,0.248786,0.321507,0.217216,0.39286,0.355247,0.401947,0.373953,0.462124,0.345731,0.31942,0.236853,0.203826,0.547862,0,0.188754,0.419441,0.081696,0,0,0.122544,0.199458,0,0,0,0,0.245088,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.037037,0,0.058824,0.166667,0.083333,0,0,0,0,0,0,0.333333,0.5,0,0.25,0,0,0.000006,0.000006,0.00002,0.00004,0.000008,0.000034,0.000036,0.000037,0.00002,0.000016,0.576533,0.131857,0.000027,0.361505,0.000032,0.000033,0.000422,0.000019,0.443728,0,0,0,0,0.265134,0.238952,0.028536,0.164072,0.300135,0.593682,0.615862,0.487292,0.576409,0.694297,0.36162,0.674569,0.316104,0.414515,0.334252,0.612787,0.383835,0,0.124579,0.180973,0.5,0,0.304155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.357143,0.333333,0.266667,0.176471,0.333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0.011633,0.000478,0.78463,0.000015,0.000043,0.00002,0.000051,0.000043,0.00002,0.000042,0.536433,0.000068,0.000063,0.271286,0.000011,0.000029,0.000035,0.000007,0.000028,0.000392,0,0,0,0.232414,0.202943,0.204075,0.345456,0.39801,0.52926,0.43354,0.508486,0.489615,0.427983,0.544533,0.515293,0.538123,0.284987,0.382995,0.320992,0.351858,0,0.228401,0.165869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.074074,0.066667,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0.058999,0.52561,0.000043,0.000012,0.000036,0.00005,0.000016,0.010664,0.000012,0.000028,0.3654,0.000138,0.00003,0.50264,0.000022,0.000341,0.000019,0.000018,0.051765,0.035779,0.119395,0,0,0.262637,0.138573,0.129782,0.337002,0.422771,0.531971,0.443381,0.520346,0.617168,0.575947,0.496788,0.597391,0.416746,0.347773,0.210334,0.220347,0.241536,0.107349,0.104525,0.151841,0.209756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.222222,0.142857,0.111111,0.066667,0,0.166667,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.000066,0.000026,0.00008,0.034102,0.000021,0.495341,0.000042,0.000018,0.000032,0.054019,0.000088,0.016753,0.843041,0.000021,0.000012,0.000065,0.000018,0.098639,0.00085,0,0,0,0.278433,0.433682,0.422403,0.21854,0.201294,0.178988,0.329007,0.513002,0.605559,0.418529,0.373702,0.359045,0.389372,0.099289,0.640459,0.670948,0.275792,0.49031,0.119362,0.346788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.142857,0.037037,0.2,0.176471,0.083333,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0.005937,0.000025,0.000075,0.00003,0.00003,0.00006,0.622751,0.000057,0.000046,0.000057,0.425797,0.011609,0.000025,0.454038,0.000019,0.002108,0.000059,0.000038,0.000116,0.06392,0,0,0,0.247692,0.09132,0.206774,0.225752,0.315483,0.465778,0.528797,0.452434,0.696056,0.455338,0.617163,0.659287,0.420582,0.375335,0.778274,0.543549,0.198615,0.26482,0.128908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.148148,0,0.058824,0.166667,0.25,0.111111,0,0,0,0.333333,0.333333,0.333333,0,0.25,0.5,0.333333,0,0.000099,0.000098,0.003036,0.000041,0.000016,0.000016,0.123973,0.000045,0.000005,0.000071,0.350118,0.015038,0.000166,0.191206,0.000163,0.000066,0.889039,0.000008,0.000119,0.011074,0,0,0,0.249293,0.195825,0.27124,0.452317,0.286139,0.436314,0.53084,0.609392,0.650412,0.307364,0.406201,0.380994,0.262336,0.376258,0.485444,0.127138,0.209046,0.278728,0,0.131416,0.363083,0.135698,0.441734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.037037,0.333333,0,0.5,0.083333,0,0,0,0,0.333333,0,0,0.25,0.5,0.5,0,0,0.003905,0.000026,0.000023,0.000019,0.000013,0.000004,0.000019,0.000008,0.00006,0.000006,0.201675,0.163816,0.032812,0.339589,0.000024,0.000041,0.858971,0.000011,0.000191,0.001294,0,0,0,0.428066,0.20531,0.34194,0.396096,0.365608,0.440951,0.389063,0.512036,0.264404,0.416973,0.312076,0.508492,0.408484,0.078114,0.188966,0.131974,0.072332,0.385773,0,0.136415,0.188447,0.140859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.111111,0.2,0.058824,0,0,0,0,0,0,0,1,0,0.25,0.25,0,0,0,0.000068,0.000039,0.007925,0.000018,0.000012,0.00003,0.000073,0.000018,0.000096,0.000016,0.471756,0.00004,0.033605,0.295653,0.000008,0.614367,0.000041,0.000001,0.000013,0.095632,0.330206,0,0,0.229474,0.241534,0.025472,0.145739,0.005699,0.65963,0.462816,0.563136,0.511559,0.81202,0.45651,1,0.41912,0.661245,0.678629,0.30469,0.11132,0,0.289081,0.209944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.074074,0.066667,0.117647,0.166667,0,0,0,0,0,0,0,0.333333,0.5,0.5,0,0,0,0.019708,0.000071,0.000077,0.000064,0.000026,0.000019,0.000019,0.01874,0.000027,0.000018,0.610061,0.002305,0.000047,0.364318,0.585058,0.000054,0.000062,0.000068,0.013594,0.02978,0,0,0,0.204782,0,0.129919,0.265918,0.167851,0.344036,0.510371,0.728462,0.643415,0.931889,0.503299,0.432628,0.663484,0.489397,0.526171,0.551219,0.201408,0.537088,0.522959,0.189949,0.787125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.222222,0.214286,0.148148,0,0.117647,0.333333,0,0,0,0,0,0,0.333333,0,0.25,0.25,0,0,0,0.000162,0.00001,0.00002,0.000055,0.00001,0.000007,0.00001,0.000029,0.000002,0.000028,0.020433,0.000033,0.041972,0.563623,0.000019,0.000038,0.000021,0.000022,0.589615,0.140108,0,0,0,0.18914,0.108996,0.280003,0.126224,0.529485,0.590468,0.64465,0.561138,0.7523,0.503583,0.573086,0.398936,0.384571,0.275784,0.533716,0.093183,0,0,0.265216,0,0,0.198912,0.323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0.333333,0.222222,0.214286,0.185185,0.4,0.294118,0.25,0.416667,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.003637,0.000061,0.00002,0.000018,0.000012,0.000013,0.000033,0.000012,0.000013,0.000034,0.161216,0.013097,0.000023,0.295806,0.000036,0.000056,0.000133,0.833112,0.097726,0.000446,0,0,0,0.336213,0.411492,0.127494,0.195106,0.273942,0.605044,0.558072,0.429243,0.252804,0.450203,0.452155,0.548295,0.396414,0.568557,0.244509,0.192112,0.14039,0.093593,0,0,0,0,0,0.28939,0.273393,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.333333,0.071429,0.407407,0.266667,0.235294,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.583843,0.00001,0.000014,0.000018,0.000012,0.000013,0.000007,0.000028,0.000037,0.000014,0.275922,0.00004,0.186167,0.486829,0.000013,0.000015,0.000043,0.000007,0.000007,0.000055,0,0,0,0.180853,0.259025,0.219725,0.257307,0.353723,0.433567,0.726551,0.735211,0.562043,0.581119,0.400777,0.345421,0.416223,0.106137,0.684635,0.448261,0.098267,0.131023,0,0,0,0.191364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.222222,0.357143,0.074074,0.066667,0.117647,0,0.166667,0,0,0,0,0,0,0.333333,0.5,0.75,0.5,0,0,0.053844,0.000035,0.000005,0.000006,0.000007,0.00001,0.000045,0.000012,0.000018,0.000004,0.153405,0.00002,0.00002,0.510638,0.454296,0.00001,0.00006,0.354678,0.000025,0.000075,0,0,0,0.090403,0.128556,0.156359,0.395788,0.610181,0.869126,0.827784,0.542194,0.666551,0.731162,0.347695,0.201149,0.161586,0.37081,0.149505,0.078311,0.085841,0,0,0.161892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.074074,0.066667,0.294118,0.083333,0.166667,0,0,0,0,0,0,0,0,0,0.25,0,0,0.732901,0.027971,0.000003,0.000123,0.000026,0.00001,0.000009,0.000031,0.000033,0.03624,0.348429,0.000096,0.000014,0.309268,0.000021,0.000076,0.000036,0.00001,0.000058,0.054816,0,0,0,0.197634,0.37449,0.281364,0.16343,0.314717,0.660141,0.405351,0.781576,0.467689,0.485245,0.353362,0.392503,0.4054,0.232572,0.250068,0.32744,0.358926,0.382885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.142857,0,0,0.352941,0.166667,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0.029012,0.000077,0.000017,0.000017,0.000016,0.000034,0.000064,0.000031,0.000017,0.000083,0.351837,0.000364,0.000193,0.494793,0.000033,0.000048,0.000046,0.000058,0.541273,0.014314,0,0,0,0.21572,0.231029,0.311618,0.272215,0.414337,0.378632,0.397391,0.585144,0.370377,0.381835,0.487201,0.419293,0.643031,0.421609,0.509965,0.35617,0.390418,0.130149,0,0.368127,0.254307,0,0.309395,0,0.380175,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.222222,0,0.074074,0.533333,0,0.166667,0.083333,0,0,0,0,0,0.666667,1,0,0.5,0.5,0,0,0.000227,0.020818,0.000003,0.000024,0.000012,0.00001,0.000012,0.000014,0.00003,0.00003,0.319025,0.000033,0.00002,0.260588,0.000011,0.000025,0.000041,0.000047,0.000027,0.9042,0,0,0,0.292741,0.077709,0.142413,0.224651,0.205761,0.489257,0.585278,0.421059,0.693199,0.585438,0.796035,0.618361,0.325988,0.427472,0.430869,0.36111,0.098951,0.131935,0.128464,0.373233,0.257796,0.192696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.333333,0.428571,0.259259,0.4,0.588235,0.75,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0.000027,0.000016,0,0.00003,0.000005,0.000014,0.000015,0.000003,0.000028,0.000012,0.218572,0.000018,0.000031,0.012124,0.00001,0.000098,0.000016,0.000021,0.981472,0.000207,0,0,0,0.659838,0.138169,0.216263,0.229322,0.412804,0.368663,0.236931,0.376876,0.602766,0.400733,0.256804,0.447097,0.311906,0.195208,0.262353,0.109927,0.241023,0.160663,0.156436,0,0,0.117327,0,0.248384,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.185185,0.2,0.294118,0.5,0.166667,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.000028,0.000028,0.000018,0.000028,0.000114,0.000009,0.000158,0.713499,0.000018,0.000004,0.212111,0.003021,0.036124,0.625594,0.000027,0.000018,0.000127,0.000027,0.000076,0.000051,0,0,0,0.112638,0.160091,0.112963,0.299806,0.54563,0.525993,0.559825,0.483507,0.684174,0.806724,0.446801,0.430635,0.558831,0.320596,0.517038,0.464276,0.084815,0.226174,0.110112,0,0.220968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.111111,0.142857,0.037037,0.6,0.235294,0.5,0.25,0,0,0,0,0,0,0,0,0.25,1,0,0,0.000101,0.000015,0.000012,0.000026,0.000018,0.000041,0.660863,0.132521,0.009077,0.00003,0.307649,0.000134,0.000056,0.453686,0.000033,0.000052,0.000135,0.000075,0.000047,0.001093,0,0,0,0.20532,0.457782,0.328724,0.250953,0.281455,0.611414,0.340353,0.574064,0.558941,0.601915,0.184886,0.376809,0.244484,0.280524,0.452411,0.270839,0.074213,0.296892,0.096348,0.139962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0.071429,0.259259,0.466667,0,0,0.5,0,0,0,0,0,0,0.666667,0.5,0.25,0,0,0,0.000013,0.000045,0.000048,0.000005,0.000109,0.00004,0.000021,0.046457,0,0.000016,0.251833,0.06049,0.999832,0.212438,0,0.000014,0.000055,0.000026,0.000018,0.000013,0,0,0,0.31578,0.187774,0.205564,0.34331,0.502495,0.58492,0.618974,0.572075,0.45305,0.448997,0.365575,0.328169,0.296576,0.151242,0.304892,0.063881,0.280096,0.093365,0.181818,0.132061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.037037,0.133333,0.058824,0,0.083333,0,0,0,0,0,0,0,0,0,0.25,0,0,0.000058,0.000017,0.000068,0.00006,0.000026,0.000024,0.000006,0.000075,0.000002,0.000036,0.442028,0.000497,0.801932,0.354641,0.000044,0.000032,0.014213,0.000026,0.000018,0.000948,0,0,0,0.124652,0.062079,0.159725,0.341451,0.412119,0.477458,0.68823,0.604742,0.873466,0.539784,0.512782,0.272305,0.287107,0.611785,0.683072,0.238521,0.522942,0.232406,0,0,0.227057,0.169719,0.276242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0.111111,0,0.222222,0,0.235294,0.083333,0.166667,0,0,0,0,0.333333,0.333333,0.333333,0.25,0.5,0.25,0,0,0.000106,0.000165,0.000057,0.000136,0.00001,0.000017,0.000054,0.00214,0.000146,0.865521,0.494484,0.001987,0.000833,0.342804,0.000021,0.000016,0.026122,0.000033,0.000014,0.06388,0,0,0,0.254872,0.25023,0.31581,0.355819,0.811581,0.515595,0.680313,0.596626,0.310895,0.391849,0.330703,0.149203,0.071914,0.123773,0.199613,0.069705,0,0.509386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.481481,0.466667,0,0.25,0.5,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.000023,0.000038,0.000025,0.000027,0.000003,0.00002,0.240627,0.43683,0.000046,0.000026,0.208937,0.059285,0.077926,0.560064,0.000011,0.000069,0.000041,0.000001,0.000024,0.000016,0,0,0,0.609131,0.212583,0.174991,0.207434,0.482599,0.291931,0.374758,0.438543,0.409462,0.412265,0.376257,0.379447,0.365781,0.314779,0.282034,0.236363,0.06478,0,0,0,0,0.126152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.259259,0.2,0.117647,0.083333,0.666667,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.348906,0.000039,0.000015,0.000015,0.000012,0.00002,0.000004,0.000009,0.000032,0.000024,0.08991,0.000017,0.000074,0.548078,0.000022,0.000007,0.551699,0.000047,0.000007,0.000028,0,0,0,0.295317,0.314665,0.301608,0.35091,0.762902,0.468681,0.46415,0.564445,0.326752,0.41011,0.328842,0.250434,0.234707,0.076944,0.124091,0.259997,0,0,0,0,0,0,0.225836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
