@relation DATA_SET_2011

@attribute #FIGURE_ON_P_1 numeric
@attribute #FIGURE_ON_P_2 numeric
@attribute #FIGURE_ON_P_3 numeric
@attribute #FIGURE_ON_P_4 numeric
@attribute #FIGURE_ON_P_5 numeric
@attribute #FIGURE_ON_P_6 numeric
@attribute #FIGURE_ON_P_7 numeric
@attribute #FIGURE_ON_P_8 numeric
@attribute #FIGURE_ON_P_9 numeric
@attribute #FIGURE_ON_P_10 numeric
@attribute #FORMULA_ON_P_1 numeric
@attribute #FORMULA_ON_P_2 numeric
@attribute #FORMULA_ON_P_3 numeric
@attribute #FORMULA_ON_P_4 numeric
@attribute #FORMULA_ON_P_5 numeric
@attribute #FORMULA_ON_P_6 numeric
@attribute #FORMULA_ON_P_7 numeric
@attribute #FORMULA_ON_P_8 numeric
@attribute #FORMULA_ON_P_9 numeric
@attribute #FORMULA_ON_P_10 numeric
@attribute #TABLE_ON_P_1 numeric
@attribute #TABLE_ON_P_2 numeric
@attribute #TABLE_ON_P_3 numeric
@attribute #TABLE_ON_P_4 numeric
@attribute #TABLE_ON_P_5 numeric
@attribute #TABLE_ON_P_6 numeric
@attribute #TABLE_ON_P_7 numeric
@attribute #TABLE_ON_P_8 numeric
@attribute #TABLE_ON_P_9 numeric
@attribute #TABLE_ON_P_10 numeric
@attribute TITLE_TFIDF numeric
@attribute ABSTR_TFIDF numeric
@attribute LDA_TOPIC_0 numeric
@attribute LDA_TOPIC_1 numeric
@attribute LDA_TOPIC_2 numeric
@attribute LDA_TOPIC_3 numeric
@attribute LDA_TOPIC_4 numeric
@attribute LDA_TOPIC_5 numeric
@attribute LDA_TOPIC_6 numeric
@attribute LDA_TOPIC_7 numeric
@attribute LDA_TOPIC_8 numeric
@attribute LDA_TOPIC_9 numeric
@attribute LDA_TOPIC_10 numeric
@attribute LDA_TOPIC_11 numeric
@attribute LDA_TOPIC_12 numeric
@attribute LDA_TOPIC_13 numeric
@attribute LDA_TOPIC_14 numeric
@attribute LDA_TOPIC_15 numeric
@attribute LDA_TOPIC_16 numeric
@attribute LDA_TOPIC_17 numeric
@attribute LDA_TOPIC_18 numeric
@attribute LDA_TOPIC_19 numeric
@attribute TECH_TERM_BLEU numeric
@attribute TECH_TERM_Bayes numeric
@attribute TECH_TERM_CCG numeric
@attribute TECH_TERM_CFG numeric
@attribute TECH_TERM_CRF numeric
@attribute TECH_TERM_DAG numeric
@attribute TECH_TERM_DIRT numeric
@attribute TECH_TERM_ED numeric
@attribute TECH_TERM_EM numeric
@attribute TECH_TERM_HMM numeric
@attribute TECH_TERM_HPSG numeric
@attribute TECH_TERM_IAA numeric
@attribute TECH_TERM_Kappa numeric
@attribute TECH_TERM_LBFGS numeric
@attribute TECH_TERM_LCS numeric
@attribute TECH_TERM_LDA numeric
@attribute TECH_TERM_LFG numeric
@attribute TECH_TERM_LM numeric
@attribute TECH_TERM_LP numeric
@attribute TECH_TERM_LSI numeric
@attribute TECH_TERM_LinReg numeric
@attribute TECH_TERM_LogReg numeric
@attribute TECH_TERM_MAP numeric
@attribute TECH_TERM_MERT numeric
@attribute TECH_TERM_METEOR numeric
@attribute TECH_TERM_MI numeric
@attribute TECH_TERM_MIRA numeric
@attribute TECH_TERM_MLE numeric
@attribute TECH_TERM_MRR numeric
@attribute TECH_TERM_MST numeric
@attribute TECH_TERM_MaxEnt numeric
@attribute TECH_TERM_ROUGE numeric
@attribute TECH_TERM_SD numeric
@attribute TECH_TERM_SVM numeric
@attribute TECH_TERM_TAG numeric
@attribute TECH_TERM_TER numeric
@attribute TECH_TERM_TFIDF numeric
@attribute TECH_TERM_WER numeric
@attribute TECH_TERM_XAS numeric
@attribute MAX_RANK numeric
@attribute SEN_COMPX_0 numeric
@attribute SEN_COMPX_1 numeric
@attribute SEN_COMPX_2 numeric
@attribute SEN_COMPX_3 numeric
@attribute SEN_COMPX_4 numeric
@attribute SEN_COMPX_5 numeric
@attribute SEN_COMPX_6 numeric
@attribute SEN_COMPX_7 numeric
@attribute SEN_COMPX_8 numeric
@attribute SEN_COMPX_9 numeric
@attribute SEN_COMPX_10 numeric
@attribute SEN_COMPX_11 numeric
@attribute SEN_COMPX_12 numeric
@attribute SEN_COMPX_13 numeric
@attribute SEN_COMPX_14 numeric
@attribute SEN_COMPX_15 numeric
@attribute SEN_COMPX_16 numeric
@attribute SEN_COMPX_17 numeric
@attribute SEN_COMPX_18 numeric
@attribute SEN_COMPX_19 numeric
@attribute SEN_COMPX_20 numeric
@attribute SEN_COMPX_21 numeric
@attribute SEN_COMPX_22 numeric
@attribute SEN_COMPX_23 numeric
@attribute SEN_COMPX_24 numeric
@attribute SEN_COMPX_25 numeric
@attribute SEN_COMPX_26 numeric
@attribute SEN_COMPX_27 numeric
@attribute SEN_COMPX_28 numeric
@attribute SEN_COMPX_29 numeric
@attribute SEN_COMPX_30 numeric
@attribute SEN_COMPX_31 numeric
@attribute SEN_COMPX_32 numeric
@attribute SEN_COMPX_33 numeric
@attribute SEN_COMPX_34 numeric
@attribute SEN_COMPX_35 numeric
@attribute SEN_COMPX_36 numeric
@attribute SEN_COMPX_37 numeric
@attribute SEN_COMPX_38 numeric
@attribute SEN_COMPX_39 numeric
@attribute CLASS {true,false}

@data
0,1,0,1,0,0,0,1,0,0,0,0,8,4,2,2,1,2,1,0,0,0,0,0,0,1,1,1,1,0,4.499156,27.51392,0.094785,0.000092,0.356962,0.01143,0.051414,0.000051,0.000126,0.171887,0.000033,0.312359,0.000025,0.000034,0.000033,0.000078,0.000045,0.000048,0.000097,0.000391,0.000049,0.000063,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0.094556,0.051576,0.091691,0.080229,0.074499,0.143266,0.080229,0.065903,0.063037,0.048711,0.077364,0.040115,0.017192,0.014327,0.008596,0.025788,0.008596,0.005731,0,0.005731,0.002865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,2,0,0,0,0,0,0,0,0,0,3,1,4,5,1,3,5,2,0,0,0,0,0,0,1,1,2,2,0,4.934474,55.02784,0.019869,0.000185,0.2225,0.00008,0.079092,0.000033,0.000297,0.00006,0.000022,0.677433,0.000047,0.000047,0.000019,0.000037,0.000057,0.000032,0.000056,0.000057,0.000037,0.000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,?,0,0,0,0.114846,0.028011,0.103641,0.072829,0.114846,0.103641,0.095238,0.070028,0.05042,0.081232,0.042017,0.042017,0.016807,0.02521,0.014006,0.002801,0.008403,0.002801,0.008403,0,0,0,0.002801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,0,0,1,0,2,0,0,0,0,9,1,1,5,1,16,0,0,0,0,0,1,0,1,1,0,0,0,6.639222,26.551652,0.073446,0.00003,0.233565,0.000063,0.187789,0.000038,0.000178,0.000047,0.000021,0.15215,0.000026,0.352311,0.000015,0.000041,0.000064,0.000035,0.00006,0.000033,0.000043,0.000044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,?,0,0,0,0.176322,0.20403,0.047859,0.060453,0.06801,0.075567,0.052897,0.080605,0.04534,0.027708,0.032746,0.027708,0.02267,0.032746,0.010076,0.005038,0.015113,0,0.010076,0.002519,0,0,0.002519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0,0,2,3,0,0,0,0,0,1,4,2,4,3,1,0,0,0,0,2,0,0,0,0,1,0,0,7.337615,18.147722,0.135096,0.000037,0.331124,0.00006,0.052216,0.000089,0.000168,0.000042,0.000024,0.00467,0.00004,0.476095,0.000024,0.000035,0.000057,0.000034,0.000049,0.000031,0.000074,0.000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0.10411,0.150685,0.052055,0.054795,0.065753,0.073973,0.093151,0.073973,0.046575,0.060274,0.043836,0.043836,0.038356,0.027397,0.021918,0.016438,0.010959,0.010959,0.00274,0.005479,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,5.135145,21.989839,0.043668,0.000064,0.245293,0.00005,0.324096,0.000097,0.000089,0.000047,0.000024,0.168661,0.000051,0.216976,0.000046,0.000058,0.000052,0.000073,0.000114,0.000053,0.000148,0.000339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,13,0,3,8,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,16,0,0,0,0.052459,0.065574,0.055738,0.091803,0.091803,0.095082,0.104918,0.085246,0.088525,0.078689,0.052459,0.04918,0.036066,0.006557,0.013115,0.013115,0.006557,0.003279,0,0.009836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,2,4,4,1,0,0,0,0,0,0,0,2,3,1,0,5.386459,5.028475,0.020644,0.000029,0.179685,0.010024,0.000569,0.000042,0.000128,0.000187,0.000022,0.022881,0.08819,0.622639,0.000028,0.000078,0.001013,0.000048,0.023897,0.000074,0.029466,0.000356,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,5,0,0,0,0,0,?,0,0,0,0.102326,0.101163,0.205814,0.180233,0.156977,0.127907,0.060465,0.038372,0.011628,0.00814,0.004651,0.001163,0,0,0,0,0.001163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,2,1,3,1,2,0,0,1,1,2,1,11,1,3,6,0,0,0,0,1,1,3,0,0,0,0,0,5.946075,3.834553,0.000117,0.00007,0.231966,0.003783,0.000666,0.000103,0.007428,0.000137,0.01081,0.000364,0.032724,0.000268,0.681769,0.000075,0.007463,0.000064,0.000094,0.000086,0.000142,0.02187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0.109023,0.166667,0.209273,0.176692,0.14787,0.093985,0.051378,0.025063,0.006266,0.003759,0.006266,0.001253,0.001253,0,0.001253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.332369,24.929792,0.000177,0.216727,0.281166,0.000118,0.001087,0.000046,0.000097,0.002087,0.000049,0.000088,0.000039,0.000048,0.000032,0.000136,0.000105,0.026268,0.000117,0.394684,0.076838,0.000091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0.056701,0.056701,0.005155,0.061856,0.087629,0.06701,0.123711,0.056701,0.097938,0.07732,0.020619,0.07732,0.051546,0.041237,0.041237,0.015464,0,0.015464,0.015464,0.005155,0,0.015464,0,0.005155,0,0,0,0,0,0,0,0,0.005155,0,0,0,0,true
0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,3,2,0,0,0,0,0,0,0,2,3,1,0,0,0,7.332369,10.503238,0.025697,0.312761,0.519973,0.008497,0.074277,0.000041,0.000087,0.001278,0.000606,0.000139,0.000051,0.000045,0.000572,0.000052,0.000072,0.000079,0.000082,0.000276,0.000066,0.055347,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,149,0,0,0,0.053763,0.050179,0.028674,0.064516,0.075269,0.0681,0.082437,0.09319,0.096774,0.082437,0.060932,0.050179,0.050179,0.053763,0.017921,0.014337,0.02509,0.003584,0.014337,0.010753,0.003584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,1,0,1,0,1,0,0,0,1,0,1,2,2,1,3,0,0,0,0,0,0,1,0,2,1,0,0,6.639222,10.507257,0.038679,0.034309,0.419997,0.000045,0.000843,0.332302,0.145726,0.000072,0.004784,0.000112,0.000023,0.000052,0.000024,0.000196,0.000046,0.000071,0.022097,0.000435,0.000081,0.000107,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,469,0,0,0,0.114525,0.061453,0.027933,0.083799,0.067039,0.069832,0.100559,0.078212,0.103352,0.072626,0.069832,0.041899,0.027933,0.02514,0.011173,0.00838,0.011173,0.002793,0.00838,0.00838,0,0,0,0,0.002793,0,0,0,0,0,0,0,0,0,0,0,0.002793,true
0,0,1,0,0,1,0,0,0,0,0,3,15,11,8,1,0,2,2,0,0,0,0,0,0,1,0,2,2,0,4.624319,12.218891,0.0001,0.000038,0.198989,0.397984,0.224798,0.00006,0.102355,0.000098,0.000087,0.056613,0.000063,0.000049,0.000032,0.000134,0.016568,0.000108,0.001714,0.000067,0.000097,0.000048,18,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,?,0,0,0,0.199495,0.111111,0.128788,0.060606,0.035354,0.063131,0.065657,0.050505,0.042929,0.045455,0.025253,0.058081,0.025253,0.020202,0.007576,0.005051,0.012626,0.012626,0.007576,0.005051,0.002525,0.007576,0.005051,0.002525,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,1,2,0,1,2,1,0,0,0,5,16,12,2,16,8,14,0,0,0,0,0,0,1,1,2,0,0,0,6.233757,16.183579,0.059867,0.002824,0.203204,0.055179,0.021577,0.000039,0.612323,0.000068,0.000452,0.000157,0.000027,0.000078,0.008854,0.000088,0.000071,0.000054,0.000114,0.000066,0.000065,0.034893,7,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,1,0,13,0,0,0,?,0.006088,0,0,0.668696,0.164891,0.033486,0.016235,0.012684,0.015728,0.013191,0.022324,0.008625,0.00964,0.008118,0.007103,0.004059,0.003551,0.001522,0.002029,0.001015,0,0.000507,0.000507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
