@relation DATA_SET_2012-weka.filters.unsupervised.attribute.Remove-R1-92

@attribute SEN_COMPX_0 numeric
@attribute SEN_COMPX_1 numeric
@attribute SEN_COMPX_2 numeric
@attribute SEN_COMPX_3 numeric
@attribute SEN_COMPX_4 numeric
@attribute SEN_COMPX_5 numeric
@attribute SEN_COMPX_6 numeric
@attribute SEN_COMPX_7 numeric
@attribute SEN_COMPX_8 numeric
@attribute SEN_COMPX_9 numeric
@attribute SEN_COMPX_10 numeric
@attribute SEN_COMPX_11 numeric
@attribute SEN_COMPX_12 numeric
@attribute SEN_COMPX_13 numeric
@attribute SEN_COMPX_14 numeric
@attribute SEN_COMPX_15 numeric
@attribute SEN_COMPX_16 numeric
@attribute SEN_COMPX_17 numeric
@attribute SEN_COMPX_18 numeric
@attribute SEN_COMPX_19 numeric
@attribute SEN_COMPX_20 numeric
@attribute SEN_COMPX_21 numeric
@attribute SEN_COMPX_22 numeric
@attribute SEN_COMPX_23 numeric
@attribute SEN_COMPX_24 numeric
@attribute SEN_COMPX_25 numeric
@attribute SEN_COMPX_26 numeric
@attribute SEN_COMPX_27 numeric
@attribute SEN_COMPX_28 numeric
@attribute SEN_COMPX_29 numeric
@attribute SEN_COMPX_30 numeric
@attribute SEN_COMPX_31 numeric
@attribute SEN_COMPX_32 numeric
@attribute SEN_COMPX_33 numeric
@attribute SEN_COMPX_34 numeric
@attribute SEN_COMPX_35 numeric
@attribute SEN_COMPX_36 numeric
@attribute SEN_COMPX_37 numeric
@attribute SEN_COMPX_38 numeric
@attribute SEN_COMPX_39 numeric
@attribute CLASS {true,false}

@data
0,0,0,0.081218,0.177665,0.06599,0.050761,0.06599,0.068528,0.088832,0.096447,0.068528,0.058376,0.050761,0.035533,0.030457,0.017766,0.020305,0.010152,0.002538,0.005076,0.005076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.034375,0.075,0.1125,0.115625,0.078125,0.1125,0.0875,0.071875,0.065625,0.0875,0.025,0.034375,0.028125,0.01875,0.01875,0.009375,0.009375,0.003125,0,0.003125,0.009375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.118971,0.090032,0.041801,0.090032,0.067524,0.064309,0.07717,0.080386,0.086817,0.054662,0.032154,0.038585,0.048232,0.025723,0.025723,0.016077,0.012862,0.003215,0.006431,0.006431,0.003215,0.003215,0.003215,0.003215,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.028939,0.061093,0.061093,0.093248,0.154341,0.083601,0.11254,0.093248,0.061093,0.064309,0.045016,0.045016,0.03537,0.016077,0.022508,0.012862,0,0,0.006431,0.003215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.268482,0.068093,0.097276,0.064202,0.060311,0.05642,0.066148,0.068093,0.054475,0.040856,0.042802,0.035019,0.019455,0.021401,0.011673,0.003891,0.007782,0.005837,0.001946,0.001946,0,0.001946,0,0,0,0,0,0.001946,0,0,0,0,0,0,0,0,0,true
0,0,0,0.047337,0.06213,0.050296,0.118343,0.127219,0.112426,0.127219,0.088757,0.076923,0.06213,0.035503,0.023669,0.029586,0.017751,0.002959,0,0.008876,0.005917,0,0.002959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.072519,0.099237,0.053435,0.030534,0.072519,0.068702,0.118321,0.09542,0.064885,0.076336,0.061069,0.053435,0.026718,0.019084,0.019084,0.026718,0.007634,0.01145,0.003817,0,0.007634,0,0,0.003817,0.003817,0,0,0,0.003817,0,0,0,0,0,0,0,0,true
0,0,0,0.14881,0.151786,0.053571,0.041667,0.053571,0.071429,0.074405,0.056548,0.08631,0.071429,0.053571,0.032738,0.029762,0.014881,0.017857,0.005952,0.011905,0.002976,0.002976,0.008929,0.002976,0,0,0.002976,0.002976,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.119608,0.258824,0.070588,0.041176,0.058824,0.082353,0.062745,0.07451,0.045098,0.039216,0.035294,0.035294,0.023529,0.013725,0.017647,0.003922,0.007843,0.005882,0.001961,0,0,0,0,0.001961,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.065693,0.135036,0.058394,0.083942,0.032847,0.040146,0.105839,0.069343,0.09854,0.076642,0.058394,0.018248,0.043796,0.032847,0.025547,0.018248,0.007299,0.00365,0.010949,0.00365,0.00365,0,0,0,0.007299,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.075916,0.146597,0.04712,0.068063,0.109948,0.096859,0.104712,0.112565,0.075916,0.049738,0.039267,0.013089,0.020942,0.005236,0.018325,0.010471,0.002618,0,0.002618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.114907,0.055901,0.059006,0.080745,0.080745,0.093168,0.102484,0.052795,0.102484,0.065217,0.043478,0.034161,0.043478,0.031056,0.021739,0.009317,0,0.006211,0,0,0,0,0.003106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.175532,0.055851,0.069149,0.055851,0.058511,0.114362,0.079787,0.058511,0.077128,0.055851,0.034574,0.053191,0.034574,0.037234,0.015957,0.010638,0.007979,0.00266,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.094955,0.089021,0.047478,0.047478,0.083086,0.091988,0.086053,0.109792,0.10089,0.038576,0.050445,0.04451,0.023739,0.014837,0.029674,0.017804,0.008902,0.005935,0.011869,0,0,0,0,0,0.002967,0,0,0,0,0,0,0,0,0,0,0,0,true
0,0,0,0.177596,0.185792,0.04918,0.040984,0.07377,0.051913,0.038251,0.046448,0.043716,0.051913,0.035519,0.04918,0.035519,0.038251,0.035519,0.010929,0.013661,0.005464,0.005464,0,0.005464,0,0,0.002732,0,0.002732,0,0,0,0,0,0,0,0,0,0,0,true
0.00578,0,0,0.046243,0.054913,0.066474,0.098266,0.141618,0.138728,0.112717,0.063584,0.086705,0.043353,0.034682,0.046243,0.020231,0.020231,0.011561,0.00578,0.00289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
